Goetz Raymond;;;Tax Treatment of Pension Plans Preferential or Normal?;;;;-;73;Druckerzeugnis;;Haupt-Bibliothek;PG 207;Washington;American Enterprise Institute for Public Policy Research;1969;PG;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen aus anderen Quellen;;iffonly;515891460
Aprath Werner;;;Über die Anwendung betriebswirtschaftlicher Erkenntnisse bei der Besteuerung dargestellt am praktischen Fall der sogenannten Schnellbaukosten;;;;-;;Druckerzeugnis;in: in: Prüfung und Besteuerung der Betriebe, Festschrift für W. Eich, S. 149 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;514574100
Walter Peter;;;Zum Problem der Preissteigerungsrücklage in der deutschen und französischen Steuerbilanz;;;;-;;Druckerzeugnis;in: Steuern und Unternehmungspolitik, S. 101 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;514574119
Mittelbach Rolf;;;Garantierückstellungen im Steuerrecht;;;;;44;Druckerzeugnis;;Haupt-Bibliothek;PE 0439;Köln;Deubner;1975;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;515891495
Müthling Hans;;;Steuerlexikon der Betriebsausgaben;;;;;92;Druckerzeugnis;Stand v. 1. Mai 1967;Haupt-Bibliothek;PE 0323;München;C.H. Beck;1967;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;515891525
Ernst & Young;;;International Tax Alert. Proposed regulations under § 482 address intercompany transfer pricing and cost-sharing arrangements;;;;;30;Druckerzeugnis;;Separata;PE Sep. 03;;;1992;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;515891533
Masshardt Heinz;;;Besteuerung der Holding- und Beteiligungsgesellschaften in der Schweiz mit besonderer Berücksichtigung der Berechnung des Holdingabzuges gem. Ar.t 59 WSt.B.;;;;;;Druckerzeugnis;in: Zusammenfassung der Referate des Kurses 'Steuerprobleme der Unternehmungen' am 6./7. Oktober 1967, Finanzinstitut HSG;Haupt-Bibliothek;;;;;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;;iffonly;514574127
Wegner Heinz;;;Über die Fragwürdigkeit genauer Kostenträgerrechnungen;;;;-;;Druckerzeugnis;in: in: Prüfung und Besteuerung der Betriebe, Festschrift für W. Eich, S. 127 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;514574135
Ditz Arnold;;;Pensionsrückstellungen im Einkommensteuerrecht;;;;;288;Druckerzeugnis;Schriftenreihe des Instituts für Steuerrecht der Universität Köln, A. Spitaler (Hrsg.), Bd. 6;Haupt-Bibliothek;PE 0406;Düsseldorf;Verlagsbuchhandlung des Instituts der Wirtschaftsprüfer;1959;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;515891541
Gail Winfried;;;Stille Reserven-Unterbewertung und Sonderprüfung;;;;;113;Druckerzeugnis;Buchreihe 5811;Haupt-Bibliothek;PE 0412;Herne;Neue Wirtschafts-Briefe;1969;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;515891568
Arbeitskreis für Steuerrecht;;;Beratungsempfehlungen zur Schuldzinsen-Abzugstaktik;;;;-;;Druckerzeugnis;in: 2. Informationsforum Einkommenssteuer, S. 2 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;514574151
Frank Maximilian;;;Die Grundzüge der belgischen Mehrwertsteuer und die anlässlich ihrer Einführung gemachten Erfahrungen;;;;-;12;Druckerzeugnis;Gelber Brief Nr. 77;Haupt-Bibliothek;QB 3;;;;QB;;;Verbrauchsteuern;Umsatzsteuer;;iffonly;515891584
IFF;;;Weiterbildungskurs zum internationalen Steuerrecht;23./24.3.2004;;;-;;Druckerzeugnis;Kursdokumentation;Haupt-Bibliothek;LC 0234;St. Gallen;IFF;2004;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;515891614
Heissmann Ernst;;;Steuergrundriss der betrieblichen Altersversorgung;;;;;87;Druckerzeugnis;2. A. Veröffentlichungen der Beratungs-GmbH für Altersversorgung, Nr. 3,;Haupt-Bibliothek;PE 0340;Köln;Otto Schmidt;1970;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;515891649
Hussmann Peter;;;Verdeckte Einlagen im Körperschaftssteuer- und Gesellschaftsteuerrecht;;;;;259;Druckerzeugnis;Dissertation;Haupt-Bibliothek;PL 312;Nürnberg;LXII;1976;PL;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Gewinnsteuer der Kapitalgesellschaften;;iffonly;51589169X
Schuhmacher Hans Jürgen;;;Organschaft bei der Körperschaftssteuer und der Gewerbesteuer unter Berücksichtigung der Gewinn- und Verlustausschliessungsverträge;;;;;528;Druckerzeugnis;In: Günther Felix (Hrsg.), Von der Auslegung und Anwendung der Steuergesetze, FS Armin Spitaler, S. 353 ff.;Haupt-Bibliothek;;Stuttgart;C. E. Poeschel;;JD;;;Allgemeine Steuerrechtsliteratur;Grundsätze der Rechtsanwendung;;iffonly;514574208
Kottke Klaus;;;Finanzierung und Steuer;;;;;185;Druckerzeugnis;Grundlagen und Praxis des Steuerrechts Bd. 5;Haupt-Bibliothek;PE 0608;Berlin;Erich Schmidt;1968;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;515891754
Förster Guido;;;Umstrukturierung deutscher Tochtergesellschaften im Ertragsteuerrecht;;;;;334;Druckerzeugnis;;Haupt-Bibliothek;PE 0556;Düsseldorf;IDW;1991;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;515891762
Känzig Ernst;;;Steuerbarer Ertrag und steuerfreie Kapitaleinzahlungen bei Kapitalgesellschaften;;;;;;Druckerzeugnis;Referat am Kurs 'Steuerprobleme der Unternehmungen' 6./7. Oktober 1967;Haupt-Bibliothek;;St. Gallen;;;PK;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besteuerung juristischer Personen, Kapitalgesellschaften;;iffonly;515891789
IBFD;;;The Tax Treatment of Transfer Pricing;Vol. 6;;;90-70125-29-3;;Druckerzeugnis;ursprünglich Loseblattwerk- 6 Ordner;Haupt-Bibliothek;LC 0683;Amsterdam;IBFD;1999;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;515877069
IBFD;;;The Tax Treatment of Transfer Pricing;Vol. 5;;;90-70125-29-3;;Druckerzeugnis;ursprünglich Loseblattwerk- 6 Ordner;Haupt-Bibliothek;LC 0683;Amsterdam;IBFD;1999;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;515877069
OECD;;;Internationale Investitionen und Multinationale Unternehmen. OECD-Leitsätze für Multinationale Unternehmen;;;;;120;Druckerzeugnis;Übersetzung aus dem Englischen;Haupt-Bibliothek;LC 0675 2;Paris;OECD;1986;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;515891835
IBFD;;;The Tax Treatment of Transfer Pricing;Vol. 4;;;90-70125-29-3;;Druckerzeugnis;ursprünglich Loseblattwerk- 6 Ordner;Haupt-Bibliothek;LC 0683;Amsterdam;IBFD;1999;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;515877069
IBFD;;;The Tax Treatment of Transfer Pricing;Vol. 3;;;90-70125-29-3;;Druckerzeugnis;ursprünglich Loseblattwerk- 6 Ordner;Haupt-Bibliothek;LC 0683;Amsterdam;IBFD;1999;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;515877069
IBFD;;;The Tax Treatment of Transfer Pricing;Vol. 2;;;90-70125-29-3;;Druckerzeugnis;ursprünglich Loseblattwerk- 6 Ordner;Haupt-Bibliothek;LC 0683;Amsterdam;IBFD;1999;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;515877069
Menger Hans-Peter;;;Handbuch des Aussensteuerrechts (HdASt);Bd. 2;;;3-88947-056-4;;Druckerzeugnis;Steuerliche Planung und Gestaltung internationaler Geschäftsbeziehungen- 3. Bde.;HB Steuerrecht;LD 136;Karlfeld;Wilhelm Jüngling GmbH & Co. KG;1991;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;;iffonly;515891851
Menger Hans-Peter;;;Handbuch des Aussensteuerrechts (HdASt);Bd. 3;;;3-88947-056-4;;Druckerzeugnis;Steuerliche Planung und Gestaltung internationaler Geschäftsbeziehungen- 3. Bde.;HB Steuerrecht;LD 136;Karlfeld;Wilhelm Jüngling GmbH & Co. KG;1991;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;;iffonly;515891851
Menger Hans-Peter;;;Handbuch des Aussensteuerrechts (HdASt);Bd. 1;;;3-88947-056-4;;Druckerzeugnis;Steuerliche Planung und Gestaltung internationaler Geschäftsbeziehungen- 3. Bde.;HB Steuerrecht;LD 136;Karlfeld;Wilhelm Jüngling GmbH & Co. KG;1991;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;;iffonly;515891851
IFF;;;Weiterbildungskurs zur Internationalen Steuerplanung;29./30.11.1999;;;-;;Druckerzeugnis;Internationales Steuerrecht für Fortgeschrittene;Haupt-Bibliothek;LC 0230 2;St. Gallen;IFF;1999;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;515882828
Langer Marshall J.;;;Practical International Tax Planning;;;;-;;Druckerzeugnis;3. A.- vormals Loseblattwerk;Haupt-Bibliothek;LC 0411 3;New York;Practising Law Institute;1999;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;515891886
IFF;;;Weiterbildungskurs zur Internationalen Steuerplanung;14./15.2.2000;;;-;;Druckerzeugnis;Weiterbildungskurs zur Internationalen Steuerplanung - Kursdokumentation;Haupt-Bibliothek;LC 0231 2;St. Gallen;IFF;2000;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;515882828
IBFD;;;Taxes and Investment in Asia and the Pacific;Vol. 1;;;90-76078-14-9;;Druckerzeugnis;ursprünglich Loseblattwerk- 5 Ordner;Haupt-Bibliothek;KL 105;Amsterdam;IBFD;1999;KL;;;Ausländisches Steuerrecht;Asien;;iffonly;515878588
IBFD;;;Taxes and Investment in the Middle East;Vol. 1;;;90-76078-15-7;;Druckerzeugnis;ursprünglich Loseblattwerk- 3 Ordner;Haupt-Bibliothek;KL 104;Amsterdam;IBFD;1999;KL;;;Ausländisches Steuerrecht;Asien;;iffonly;515891908
Bracewell-Milnes Barry;Dominic M. P.;;Taxes and Investment in Asia and the Pacific;Vol. 5;;;90-76078-14-9;;Druckerzeugnis;ursprünglich Loseblattwerk- 5 Ordner;Haupt-Bibliothek;KL 105;Amsterdam;IBFD;1999;KL;;;Ausländisches Steuerrecht;Asien;;iffonly;515878588
IBFD;;;Taxes and Investment in Asia and the Pacific;Vol. 2;;;90-76078-14-9;;Druckerzeugnis;ursprünglich Loseblattwerk- 5 Ordner;Haupt-Bibliothek;KL 105;Amsterdam;IBFD;1999;KL;;;Ausländisches Steuerrecht;Asien;;iffonly;515878588
Bracewell-Milnes Barry;Dominic M. P.;;Taxes and Investment in Asia and the Pacific;Vol. 4;;;90-76078-14-9;;Druckerzeugnis;ursprünglich Loseblattwerk- 5 Ordner;Haupt-Bibliothek;KL 105;Amsterdam;IBFD;1999;KL;;;Ausländisches Steuerrecht;Asien;;iffonly;515878588
König Werner;Lenz Walter;;Taschenlexikon steuerrechtlicher Entscheidungen (TStE);;;;3 503 02965 6;1266;Druckerzeugnis;12. A.;Haupt-Bibliothek;KB 410 1;Köln;Erich Schmidt;1991;KB;;;Ausländisches Steuerrecht;Deutschland;;iffonly;515891924
IBFD;;;Taxes and Investment in the Middle East;Vol. 2;;;90-76078-15-7;;Druckerzeugnis;ursprünglich Loseblattwerk- 3 Ordner;Haupt-Bibliothek;KL 104;Amsterdam;IBFD;1999;KL;;;Ausländisches Steuerrecht;Asien;;iffonly;515891908
IBFD;;;Taxes and Investment in the Middle East;Vol 3;;;90-76078-15-7;;Druckerzeugnis;ursprünglich Loseblattwerk- 3 Ordner;Haupt-Bibliothek;KL 104;Amsterdam;IBFD;1999;KL;;;Ausländisches Steuerrecht;Asien;;iffonly;515891908
König Werner;Lenz Walter;;Taschenlexikon steuerrechtlicher Entscheidungen (TStE);;;;3 503 03551 6;;Druckerzeugnis;13. A. ehemals Loseblattsammlung;Haupt-Bibliothek;KB 410 2;Köln;Erich Schmidt;1995;KB;;;Ausländisches Steuerrecht;Deutschland;;iffonly;515891940
Langenscheidt;;;Langenscheidts Handwörterbuch Englisch;;;;3-468-04122-5;1493;Druckerzeugnis;Englisch-Deutsch / Deutsch-Englisch;Sekr. Steuerrecht;WD 912;Berlin;Langenscheidt KG;1988;WD;;;Uebrige Literatur;Diverse Gebiete, Umweltschutz;;iffonly;51589205X
EG;;;Richtlinie des Rates vom 23. 7. 90 über das gemeinsame Steuersystem für Fusionen-Spaltungen-die Einbringung von Unternehmenssteilen und den Austausch von Anteilen-die Gesellschaften verschiedener Mitgliedstaaten betreffen;;;;;;Druckerzeugnis;Reihe: Amtsblatt L 225 vom 20.8.1990, S. 1 ff.;Separata;KA Sep. 01;Luxemburg;;;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;;iffonly;515892068
Ivanka Endre;;;Steuerliche Behandlung von Grund und Boden bei Änderung der Gewinnermittlungsart;;;;-;;Druckerzeugnis;in: Bilanz und Rechnungswesen, S. 99 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;514574887
Université de Genève;;;Kolloquium von 12./13. April 1989. Erwerb von Beteiligungen am Beispiel der öffentlichen Übernahmeangebote;;;;;439;Druckerzeugnis;Série Banques et Marchés financiers;Haupt-Bibliothek;WC 211;Genf;Faculté de Droit;1990;WC;;;Uebrige Literatur;Privatrecht;;iffonly;515894389
Meyer Jan;;;Wann entsteht nach der Verkehrsauffassung ein neues Verkehrsgut (ein Gegenstand anderer Marktgängigkeit) im Umsatzsteuerrecht?;;;;;;Druckerzeugnis;Dissertation, in: 'Von der Auslegung und Anwendung der Steuergesetze' Hrsg.: Felix Günther, S.484 ff.;Haupt-Bibliothek;;Köln;;;JD;;;Allgemeine Steuerrechtsliteratur;Grundsätze der Rechtsanwendung;;iffonly;515894435
Kobs Erwin;;;Austritt aus Personengesellschaften in einkommensteuerrechtlicher Sicht;;;;;141;Druckerzeugnis;4. A.;Haupt-Bibliothek;PE 0512 4;Herne;Neue Wirtschafts-Briefe;1965;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;515894524
Geissler Claus;;;Die steuerrechtliche Behandlung des Ausscheidens eines lästigen Gesellschafters aus einer Personengesellschaft;;;;;110;Druckerzeugnis;Schriftenreihe des Instituts für Steuerrecht der Universität Köln, Bd. 51;Haupt-Bibliothek;PE 0509;Düsseldorf;Verlagsbuchhandlung des Instituts der Wirtschaftsprüfer;1965;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;515894532
Krauer Hugo;;;Steuerfolgen des Ausscheidens von Personengesellschaften und der Gesellschaftsveräusserung gegen Abfindung in Rentenform;;;;;;Druckerzeugnis;in: Zusammenfassung der Referate des Kurses 'Steuerprobleme der Unternehmungen' am 25./26. März 1968 HSG;Haupt-Bibliothek;;;;;PH;PE;PK;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;"Ausserordentliches Einkommen-	Einkommen Selbständigerwerbender, Unternehmungsbesteuerung-	Besteuerung juristischer Personen, Kapitalgesellschaften";;iffonly;514574933
Würdinger Rudolf;Reinhard Eder;;Steuererleichterungen bei Änderung der Unternehmensform;;;;;121 + 86 Anhang;Druckerzeugnis;Erläuterungen zum Umwandlungssteuergesetz 1977 Grundlagen und Praxis des Steuerrechts, Bd. 9;Haupt-Bibliothek;PE 0532;Berlin;Erich Schmidt;1979;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;515894559
Wiesner Werner;;;Bestand und Zukunft des Strukturverbesserungsrechtes;;;;-;;Druckerzeugnis;in: Bilanz und Rechnungswesen, S. 339 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;514574941
KPMG;;;Taxation of Cross-Border Mergers and Acquisitions;;;;-;310;Druckerzeugnis;;Haupt-Bibliothek;LC 6113;Amstelveen;KPMG;1991;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;515894583
Rohner Hans;;;Unmittelbare steuerrechtliche Folgen bei der Umwandlung einer Personalunternehmung;;;;;225;Druckerzeugnis;Diss. Nr. 83 der HSG;Haupt-Bibliothek;PE 0502;Zürich;Polygraphischer Verlag;1955;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;515894605
Schneider Wolfgang;;;Das neue Umgründungssteuergesetz;;;;-;11;Druckerzeugnis;Gelber Brief Nr. 165;Separata;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;515894621
OECD Forum on Tax Administration;;;Engaging with High Net Worth Individuals on Tax Compliance;;;;-;88;Druckerzeugnis;(Draft);Haupt-Bibliothek;LC 0436 1;Paris;OECD;2009;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;515894664
Fischer Lutz;;;Besteuerung des internationalen Unternehmenskaufs;;;;3-504-61517-6;148;Druckerzeugnis;Forum der Internationalen Besteuerung, Bd. 17;Haupt-Bibliothek;LC 6140;Köln;Otto Schmidt;1999;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;515894680
Engelschalk Michael;Flick Hans;;Steuern auf ausländische Einkünfte Geltendes Recht-Rechtsvergleichung-Fortentwicklung (Server);;;;-;144;Druckerzeugnis;Münchener Schriften zum Internationalen Steuerrecht, Heft 7;Server;LD 139 2;München;C.H. Beck;1985;LD;;;Interkantonales/Internationales Steuerrecht;Deutschland;;iffonly;515894842
Peat Marwick Mitchell & Co.;;;Taxation of Intercompany Transactions in Selected Countries in Europe and USA;;;;-;119;Druckerzeugnis;;Haupt-Bibliothek;LC 0655;Deventer;Kluwer;1979;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;515894877
OECD;;;International Investment and Mulitnational Enterprises;The 1984 Review of the 1976 Declaration and Decisions;;;-;66;Druckerzeugnis;;Haupt-Bibliothek;LC 0678;Paris;OECD;1984;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;515894893
Schwendler Pitt;;;Besteuerung von internat. Vertragskonzernen;;;;-;;Druckerzeugnis;in: Besteuerung der Internationalen Unternehmung, S. 17 ff.;Haupt-Bibliothek;;;;;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;514575069
Fischer Lutz;;;Besteuerung und Aufbau internationaler deutscher Unterordnungskonzerne;;;;-;;Druckerzeugnis;in: Unternehmung und Steuer, Festschrift zum 80. Geburtstag von Peter Scherpf, S. 273 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;514575077
EG-Kommission;;;Das Europa der Unternehmen. Ein wichtiger Schritt im Steuerbereich zur Verwirklichung des Europas der Unternehmen wurde gestern in Luxemburg getan;;;;;5;Druckerzeugnis;Presse-Mitteilung IP (90) 468, 12,6,1990;Separata;KA Sep. 01;Brüssel;EG;1990;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;;iffonly;515894915
EG;;;Richtlinie des Rates vom 23.7.90 über das gemeinsame Steuersystem der Mutter- und Tochtergesellschaften verschiedener Mitgliedstaaten;;;;;;Druckerzeugnis;Amtsblatt L 225 vom 20.8.1990, S. 6 ff.;Separata;KA Sep. 01;Luxemburg;EG;1990;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;;iffonly;515894923
Perridon Louis;;;Management und Steuer;;;;-;;Druckerzeugnis;in: Besteuerung der Internationalen Unternehmung, S. 5 ff.;Haupt-Bibliothek;;;;;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;514575085
EG;;;Übereinkommen über die Beseitigung der Doppelbesteuerung im Falle von Gewinnberichtigungen zwischen verbundenen Unternehmen;;;;;;Druckerzeugnis;Amtsblatt L 225 vom 20.8.1990, S. 10 ff.;Separata;KA Sep. 01;Luxemburg;EG;1990;KA;;;Ausländisches Steuerrecht;Staatenverbände, Staatengruppen;;iffonly;515894966
Mann Gerhard;;;Steuerliche Probleme bei der Poolung von Unternehmensgewinn;;;;-;;Druckerzeugnis;in: Zur Besteuerung der Unternehmung, Festschrift für Peter Scherpf, S. 223 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;514575107
Voegele Wolfram;;;Die Holding-Gesellschaft im Grossherzogtum Luxemburg;;;;;32;Druckerzeugnis;;Separata;PN Sep. 02;Luxemburg;Deutsch-Luxemburgische Juristenvereinigung;1992;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;;iffonly;515894974
Moebus Ulrich;;;Schachtelbeteiligung bei der Körperschaftsteuer-Vermögensteuer und Gewerbesteuer in nationaler und internationaler Sicht;;;;-;131;Druckerzeugnis;;Haupt-Bibliothek;PN 221;Berlin;Neue Wirtschafts-Briefe;1979;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;;iffonly;515894982
Grundy Milton;;;The OFC Report 1992;;;;-;208;Druckerzeugnis;The Report of Offshore Financial Centres and Services;Haupt-Bibliothek;PN 235;Hong Kong;Campden Publ. Ltd.;1992;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;;iffonly;514575123
Grüninger Harold;;;Die Domizil--Verwaltungs- und gemischte Gesellschaften nach der Steuerharmonisierung;;;;;;Druckerzeugnis;Information Nr. 89, S. 10 ff.;Separata;PN Sep. 02;Basel;Internationale Treuhand;1991;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;;iffonly;515894990
Heigl Anton;;;Die Schachtelbeteiligung als Objekt betriebswirtschaftlicher Steuerpolitik im Finanzanlagevermögen;;;;-;;Druckerzeugnis;in: Zur Besteuerung der Unternehmung, Festschrift für Peter Scherpf, S. 251 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;514575131
Delvaux B.;Reiffers E.;;Les Sociétés 'Holding' au Grand-Duche de Luxembourg;;;;-;420;Druckerzeugnis;5. A.;Haupt-Bibliothek;PN 207;Paris;Sirey;1969;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;;iffonly;515895032
Barth Kuno;;;Eine ausgewählte Frage aus der Besteuerung der GmbH & Co.;die steuerliche Behandlung der Bezüge des Kommanditisten-der für die GmbH die Geschäftsführung der Kommanditgesellschaft übernimmt;;;-;;Druckerzeugnis;in: Zur Besteuerung der Unternehmung, Festschrift für Peter Scherpf, S. 285 ff.;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;51457514X
Ellis M. J.;Juch D.;;The Participation Exemption in the Netherlands;;;;-;77;Druckerzeugnis;;Haupt-Bibliothek;PN 219;Deventer;Kluwer;1977;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;;iffonly;515895040
Glassl Herbert;;;Schachtelbeteiligung bei der Körperschaftsteuer;;;;-;106;Druckerzeugnis;Vermögensteuer und Gewerbesteuer;Haupt-Bibliothek;PN 212;Herne;NWB;1973;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;;iffonly;515895067
Camenzind Alois;;;Die Besteuerung von Holding-Gesellschaften in der EU und der Schweiz;;;;;27;Druckerzeugnis;;Separata;PN Sep. 02;Zug;Reichlin & Hess;1995;PN;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besondere Arten von juristischen Personen;;iffonly;515895075
Technical Services Group;;;The International Tax Haven Directory;;;;-;176;Druckerzeugnis;First Impression January 1977;Haupt-Bibliothek;LC 0405;London;HDM;1977;LC;;;Interkantonales/Internationales Steuerrecht;Internationales Steuerrecht;;iffonly;515895083
Weidmann Heinz;;;Belastungsvergleiche zwischen Einzelfirmen und Aktiengesellschaften;;;;;;Druckerzeugnis;in: Zusammenfassung der Referate des Kurses 'Steuerprobleme der Unternehmungen' am 6./7. Oktober 1967, Finanzinstitut HSG;Haupt-Bibliothek;;;;;PE;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Einkommen Selbständigerwerbender, Unternehmungsbesteuerung;;iffonly;514575158
GATAG Gassner Teuhand AG;;;Handbuch Gesellschaftsrecht und Steuerprivileg im Fürstentum Liechtenstein;;;;;;Druckerzeugnis;eine Übersicht der gesellschaftsrechtlichen und steuerlichen Vorteile im Fürstentum Liechtenstein;Haupt-Bibliothek;KH 108;Triesen;GATAG;1983;KH;;;Ausländisches Steuerrecht;Uebriges Europa;;iffonly;515895105
Oskierski Wolfgang;;;Organschaftstheorie und Unternehmensbesteuerung;;;;-;;Druckerzeugnis;Schriftenreihe des Instituts für Steuerrecht der Universität Köln, Bd. 55;Haupt-Bibliothek;PK 113;Düsseldorf;Verlagsbuchhandlung des Instituts der Wirtschaftsprüfer;1966;PK;;;Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern;Besteuerung juristischer Personen, Kapitalgesellschaften;;iffonly;515895113
