"Muheim Ruedi";"Die Bereitstellung von Naherholungsräumen und ihre Entschädigung";;221;Druckerzeugnis;"05.12.2003 08:19";"Dissertation der HSG, Nr. 620";Haupt-Bibliothek;"AJ 260";Luzern;"Unionsdruckerei Luzern";1976;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;export;0991508;275110516
"Seer Roman/Gabert Isabel";"Mutual Assistance and Information Exchange";978-90-816475-2-6;600;Druckerzeugnis;"14.03.2011 14:18";"2009 EATLP Congress, Santiago de Compostela, 4-6 June 2009- EATLP International Tax Series, Vol. 8- Series editor: Kees van Raad";Haupt-Bibliothek;"LC 0256";Amsterdam;IBFD;2010;;LC;;;"Interkantonales/Internationales Steuerrecht";"Internationales Steuerrecht";;export;0991516;555289737
"Ingold Walter";"75 Jahre PTT-Union";;128;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"EF 126";Bern;PTT-Union;1966;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;export;0991518;11659375X
"Villiger Kaspar";Föderalismusreform;-;"S. 34-39";Druckerzeugnis;"05.12.2003 08:19";"In: Villiger-Kaspar- Gygi-Ulrich- u.a.: Der neue Schweizer Finanzausgleich";Haupt-Bibliothek;-;-;-;-;;YL4;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";Finanzausgleich;export;0991519;283350628
"Kim Kurt/Zimmerlin Erich";"Das neue aargauische Baugesetz";;56;Druckerzeugnis;20.04.2004;"Zwei Vorträge, gehalten am 14. Juni 1965 in Aarau anlässlich der Generalversammlung des Aargauischen Handels- und Industrievereins";Separata;"AJ Sep. 04";Aarau;"Veröffentlichungen der Aargauischen Handelskammer Aarau";1965;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;export;0991521;293989524
"Bailey F. G.";"Debate and Compromise";0.631.14710.1;328;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AJ 227";Oxford;"Basil Blackwell";1973;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;export;0991526;279833628
"Statistisches Bureau des Kantons Bern";"Die Gemeindeausgaben 1966 in der Agglomeration Bern";;35;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AJ 159";Bern;"Kommissionsverlag Stauffacher";1968;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;export;0991528;284196320
"Expertenkommission Steuerlücken";"Bericht der Expertenkommission zur Prüfung des Systems der direkten Steuern auf Lücken (Expertenkommission Steuerlücken)";-;"167 + Anhang";Druckerzeugnis;"05.12.2003 08:19";"erstattet dem Eidgenössischen Finanzdepartement";Haupt-Bibliothek;"PA 106 1";Bern;EDMZ;1998;;PA;;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";Allgemeines;;export;0991533;121295397
"Braun Günther E./Bozem Karlheinz";"Controlling im kommunalen Bereich";3-87959-366-3;304;Druckerzeugnis;"05.12.2003 08:19";"Moderne Managementkonzepte zwischen öffentlichem Auftrag und Wirtschaftlichkeit";Haupt-Bibliothek;"VE 134";München;"Bonn aktuell";1990;;YL2;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Haushaltsaufstellung, -verwaltung und -kontrolle";export;0991537;135564727
"Campbell John Creighton";"Contemporary Japanese Budget Politics";0-520-02573-3;288;Druckerzeugnis;"05.12.2003 08:19";"Studies of the East Asian Institute";Haupt-Bibliothek;"VB 158";London;"University of California Press";1977;;YL2;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Haushaltsaufstellung, -verwaltung und -kontrolle";export;0991538;339981903
"Eskridge William N.";"A Dance along the Precipice";0.669.10899.5;272;Druckerzeugnis;"05.12.2003 08:19";"The Political and Economic Dimensions of the International Debt Problem";Haupt-Bibliothek;"AK 0278";Lexington;"Lexington Books";1985;;YK;;;Wirtschaftswissenschaften;"Geld, Kredit- und Bankwesen. Bankbetriebslehre";;export;0991539;186794843
"Strasser Daniel";"Die Finanzen Europas";92.825.2746.8;415;Druckerzeugnis;10.09.2003;;Haupt-Bibliothek;"FB 132";Brüssel;EG;1982;;YL5;YM;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Internationaler Handel. Zahlungsbilanz und Wechselkurse";"Finanzwirtschaft supranationaler Behörden";export;0991541;023085495
"Gandenberger Otto";"Das Finanzmonopol";;219;Druckerzeugnis;10.09.2003;"Fiskalische und ausserfiskalische Wirkungen im Vergleich zur Verbrauchsteuer";Haupt-Bibliothek;"CC 101";Heidelberg;"Quelle & Meyer";1968;;YL7;YL8;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder";export;0991542;187018863
"Heilmann Martin";"Adolph Wagner - Ein deutscher Nationalökonom im Urteil der Zeit";3.593.32765.1;139;Druckerzeugnis;"05.12.2003 08:19";"Probleme seiner biographischen und theoriegeschichtlichen Würdigung im Lichte neuer Quellen";Haupt-Bibliothek;"AK 1076";Frankfurt;"campus Verlag";1980;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;export;0991543;278153895
"Lenk Klaus/Brüggermeier Martin/Hehmann Margret/Willms Werner";Bürgerinformationssysteme;3-531-12174-X;167;Druckerzeugnis;01.12.2004;"Reihe: Sozialverträgliche Technikgestaltung";Haupt-Bibliothek;"EA 234";Opladen;"Westdeutscher Verlag";1990;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;export;0991544;124630596
"Scherrer Bruno";"Die nachträgliche Besteuerung ursprünglich steuerneutraler Buchwertumwandlungen";"3 7272 9220 2";419-431;Druckerzeugnis;"05.12.2003 08:19";"In: Reich, M. & Zweifel, M., (Hrsg.): Das schweizerische Steuerrecht - Eine Standortbestimmung Festschrift zum 70. Geburtstag von Prof. Dr. Ferdinand Zuppinger";Haupt-Bibliothek;-;Bern;"Stämpfli & Cie AG";-;;MF;PK;;"Verfahrensrecht und Steuerstrafrecht";"Steuerbezug-	Besteuerung juristischer Personen, Kapitalgesellschaften";;export;0991552;357412672
"Kroker Rolf";"Der Verwaltungsvergleich als Instrument zur Effizienzsteigerung der öffentlichen Verwaltung";3-88485-401-1;167;Druckerzeugnis;31.08.2004;"Reihe: Volkswirtschaftliche Schriften, Bd. 6";Haupt-Bibliothek;"EG 125";Düsseldorf;"Mannhold Peter";1981;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;export;0991553;187548064
"Kapl Helmut";"Die internationale Pension mit Steuersystemen";"3 901 1260 02 1";262;Druckerzeugnis;05.12.2003;;Haupt-Bibliothek;"KA 348";Wien;"Carl Ueberreuter";1992;;KA;;;"Ausländisches Steuerrecht";"Staatenverbände, Staatengruppen";;reimport;0991555;323952496
"Deininger Werner";"Die Subventionen als Instrument der Wirtschaftspolitik";;522;Druckerzeugnis;"05.12.2003 08:19";"Ihre Stellung in den Wachstumszyklen und Wahlperioden der Bundesrepublik Deutschland 1951 - 1972. Inaugural-Dissertation der Universität Augsburg";Haupt-Bibliothek;"BC 223";Augsburg;Offset;1975;;YL7;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder";export;0991559;27196684X
"Kuntze Christian";"Die Kompetenzen der Europäischen Gemeinschaft auf dem Gebiet des Steuerrechts";3-631-33453-2;293;Druckerzeugnis;"05.12.2003 08:19";"Europ. Hochschulschriften, Bd. 2571";Haupt-Bibliothek;"KA 185";"Frankfurt am Main (Berlin, Bern, New York, Paris, Wien)";"Peter Lang GmbH / Europäischer Verlag der Wissenschaften";1999;;KA;;;"Ausländisches Steuerrecht";"Staatenverbände, Staatengruppen";;reimport;0991560;261793799
"Diserens Marc/Martin Brigitte";"Aspect de la dépendance économique intercantonale";;242;Druckerzeugnis;01.12.2004;"Position de l'économie vaudoise";Haupt-Bibliothek;"AJ 303";Lausanne;SCRIS;1982;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;reimport;0991564;265057930
"Blattner Niklaus";"Corporate Finance and Income Distribution in a Growing Economy";;223-238;Druckerzeugnis;10.12.2004;"Sonderdruck aus: Zeitschrift für Wirtschafts- und Sozialwissenschaften, Heft 3, 1976";Haupt-Bibliothek;"AH 152";;;1976;;YV;;;Wirtschaftswissenschaften;"Arbeitnehmerfragen (Labor Economics)";;export;0991565;223456764
"Ruoss Engelbert";"Wirkungsorientierte Verwaltung in öffentlichen Museen";1422-2418;67;Druckerzeugnis;08.01.2005;"Hit oder Flop?";Haupt-Bibliothek;"EG 222";Luzern;ICOM-Schweiz;1997;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;export;0991567;142123110
"Gassner Wolfgang/Lang Michael/Wiesner Werner";"Besteuerung von Unternehmensgruppen";3-85122-763-8;306;Druckerzeugnis;"05.12.2003 08:19";"Bestandsaufnahme und Vorschläge zur Reform der Organschaft im Körperschaftsteuerrecht";Haupt-Bibliothek;"KD 112";Wien;"Linde Verlag Ges. m. b. H.";1998;;KD;;;"Ausländisches Steuerrecht";Oesterreich;;export;0991575;09708509X
"Khalilzadeh-Shirazi Javad/Shah Anwar";"Tax Policy in Developing Countries";0-8213-1990-6;252;Druckerzeugnis;"03.03.2004 11:55";"A World Bank Symposium";Haupt-Bibliothek;"KO 109";"Washington, D.C.";"The World Bank";1991;;KO;;;"Ausländisches Steuerrecht";"Uebrige Staaten";;reimport;0991576;51592895X
"Borner Silvio";"Die steuerliche Attraktivität Basels";;28;Druckerzeugnis;05.12.2003;"Eine Analyse der Auswirkungen der Steuerrevision BS auf das Belastungsgefälle BS/BL";Haupt-Bibliothek;"AJ 379";Basel;WWZ;1989;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;reimport;0991592;296680672
"Letsch Hans";"Budgetierung und Planung im öffentlichen Haushalt";;;Druckerzeugnis;20.04.2004;"Separatdruck aus Schweizerisches Zentralblatt für Staats- und Gemeindeverwaltung";Separata;"VC Sep. 01";Zürich;"Institut Orell Fussli AG";1960;;YL2;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Haushaltsaufstellung, -verwaltung und -kontrolle";reimport;0991593;51593111X
"Buser W.";"Die Rolle der Verwaltung und der Interessengruppen im Entscheidungsprozess in der Schweiz";;20;Druckerzeugnis;10.09.2003;;Separata;"EE Sep. 02";;"Verband der Beamten und Angestellten der eidgenössischen Zentralverwaltung";1969;;YL7;YQ;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Spezielle Betriebswirtschaftslehren";"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder";export;0991598;12494342X
"Shubik Martin";"Game-Theory in the Social Sciences - Vol. 2";0.262.19219.5;722;Druckerzeugnis;"05.12.2003 08:19";"A Game-Theoretic Approach to Political Economy";Haupt-Bibliothek;"AK 1141 2";Cambridge;"The MIT Press";1984;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;export;0992556;283994479;"Vol. 2";"A Game-Theoretic Approach to Political Economy"
"Walker Beat";"Die Direkte Bundessteuer";"3 7155 9003 3";272;Druckerzeugnis;06.02.2004;;"HB Steuerrecht";"JA 138 I";Zürich;"AKAD Verlag";1997;;JA;;;"Allgemeine Steuerrechtsliteratur";"Allgemeines, Lehrbücher";;export;0991602;300905181
"David Martin";"Alternative Approaches to Capital Gains Taxation";;280;Druckerzeugnis;10.09.2003;;Haupt-Bibliothek;"CA 164";Washington;"The Brookings Institution";1968;;YL7;YL8;YL9;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder-	Betriebswirtschaftliche Steuerlehre";export;0991603;080783635
"Zahn Joachim";"Business in this decade";;24;Druckerzeugnis;"05.12.2003 08:19";"Challenges and opportunities";Separata;"AG Sep. 35";;;1970;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;export;0991608;191606383
EG-Kommission;"Die Schweiz und die Gemeinschaft";92.825.1420.X;38;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AK 0343";Brüssel;EWG;1980;;YM;;;Wirtschaftswissenschaften;"Internationaler Handel. Zahlungsbilanz und Wechselkurse";;reimport;0991610;296106720
"Probst Rudolf G.";"Commentaire de la loi fédérale sur l'impôt fédéral direct - Personnes morales";-;401;Druckerzeugnis;"05.12.2003 08:19";"Art. 49-82, 206, 207, 222";Haupt-Bibliothek;"JC 106 2";Lausanne;"Editions de l'OREF";1995;;JC;;;"Allgemeine Steuerrechtsliteratur";"Schweizerische Kommentare und Handbücher";;export;0991617;534094805
"Retzlaff Günter";"Der Verwaltungssekretär";3-452-18667-9;94;Druckerzeugnis;"05.12.2003 08:19";"Schriftenreihe zur Ausbildung der Beamten des mittleren Dienstes an Studieninstituten und Verwaltungsschulen";Haupt-Bibliothek;"EA 171";Köln;"Carl Heymanns Verlag KG";1979;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;export;0991625;257588639
"Holoubek Michael/Lang Michael";"Das verwaltungsgerichtliche Verfahren in Steuersachen";3-85122-868-5;480;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"WB 317";Wien;"Linde Verlag";1999;;WB;;;"Uebrige Literatur";"Oeffentliches Recht";;reimport;0991626;274392836
"Higy Camille";"Konjunkturbedingte Steuerpolitik in der Schweiz?";-;"91 - 105";Druckerzeugnis;"03.03.2004 12:14";"in: Probleme der öffentlichen Finanzen und der Währung, Festgabe für Eugen Grossmann, S. 91 ff.";Haupt-Bibliothek;-;Zürich;"Polygr. Verlag";1949;;YL1;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";Allgemeines;export;0991628;083350659
"Gloth Hans";"Die Entwicklung des Kommunalkredits";;210;Druckerzeugnis;"05.12.2003 08:19";"Eine Untersuchung der Beziehungen zum Steueraufkommen";Haupt-Bibliothek;"DB 104";Berlin;Buncker&Humblot;1967;;YL2;YL7;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Haushaltsaufstellung, -verwaltung und -kontrolle-	Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder";export;0991629;281888728
"Huffschmid Jörg";"Die Politik des Kapitals - Konzentration und Wirtschaftspolitik in der Bundesrepublik";;184;Druckerzeugnis;20.04.2004;;Haupt-Bibliothek;"AK 0149";"Frankfurt a.M.";"Suhrkamp Verlag";1971;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;export;0991635;124788912
"Mennel Annemarie";"Die Steuersysteme in EWG-Staaten-EFTA-Staaten und den USA";"3 482 60132 1";248;Druckerzeugnis;"05.12.2003 08:19";"2. A.";Haupt-Bibliothek;"KA 302 2";Herne/Berlin;"Neue Wirtschafts-Briefe";1974;;KA;;;"Ausländisches Steuerrecht";"Staatenverbände, Staatengruppen";;reimport;0991638;271561025
"Becher Tony";"Academic Tribes and Territories";0-335-09221-7;195;Druckerzeugnis;"05.12.2003 08:19";"Intellectual enquiry and the Cultures of Disciplines";Haupt-Bibliothek;"EJ 139";Buckingham;"Open Univeristy Press";1989;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;export;0991639;095306455
"Vereinigung für Finanzpolitik";"Steuern in der Schweiz:  Analyse und Reformvorschläge";-;97;Druckerzeugnis;"03.03.2004 12:00";"Gutachten im Auftrag der VFP (Vereinigung für Finanzpolitik)";Haupt-Bibliothek;"TA 196";Zürich;VFP;1987;;TA;;;"Finanz- und Steuerpolitik (Finanzreform)";Bund;;export;0991644;552654817
"Newbery David/Stern Nicholas";"The Theory of Taxation for Developing Countries";0-19-520541-3;694;Druckerzeugnis;"03.03.2004 11:56";"A World Bank Research Publication";Haupt-Bibliothek;"KO 108";Washington;"World Bank";1987;;KO;;;"Ausländisches Steuerrecht";"Uebrige Staaten";;export;0991645;297133489
"Greter Marco";"Die Buchprüfung im Steuerverfahren";"3 7272 9220 2";331-351;Druckerzeugnis;"05.12.2003 08:19";"In: Reich, M. & Zweifel, M., (Hrsg.): Das schweizerische Steuerrecht - Eine Standortbestimmung Festschrift zum 70. Geburtstag von Prof. Dr. Ferdinand Zuppinger";Haupt-Bibliothek;-;Bern;"Stämpfli & Cie AG";-;;MA;;;"Verfahrensrecht und Steuerstrafrecht";"Allgemeines Verfahrensrecht";;export;0991647;277792975
"Kudert Stephan/Sorg Peter";"IFRS - leicht gemacht";978-3-87440-279-8;198;Druckerzeugnis;"28.09.2010 17:16";"Eine Einführung in die International Financial Reporting Standards";Haupt-Bibliothek;;München;"E.v.Kleist Verlag";2010;"bestellt (Waldburger)";;;;;;;export;0991652;259859354
"Schnyder Wilhelm";"Allianz der Bergkantone mit den Zentren";-;"S. 72-75";Druckerzeugnis;"05.12.2003 08:19";"In: Villiger-Kaspar- Gygi-Ulrich- u.a.: Der neue Schweizer Finanzausgleich";Haupt-Bibliothek;-;-;-;-;;YL4;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";Finanzausgleich;export;0991656;282009752
"Halbherr Philipp/Müdespacher Alfred";"Agrarpolitik - Interessenpolitik?";3.258.03457.5;99;Druckerzeugnis;"05.12.2003 08:19";"Eine Untersuchung der Zusammenhänge zwischen Politik und wirtschaftlichen Interessen in der schweizerischen Agrarpolitik";Haupt-Bibliothek;"AJ 322";Bern;"Paul Haupt";1985;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;export;0991657;279654502
"Düttmann Renate";"Die Finanzierung der gesetzlichen Krankenversicherung";3.7890.0315.8;142;Druckerzeugnis;"05.12.2003 08:19";"Kritische Analyse und Verbesserungsvorschläge";Haupt-Bibliothek;"AF 155";Baden-Baden;"Nomos Verlagsgesellschaft";1978;;YX;;;Wirtschaftswissenschaften;"Sozialpolitik. Gesundheitswesen. Bildungsökonomie";;export;0991662;283219300
"Salzberger Wolfgang";"Die steuerliche Gewinnermittlung einer Konzernunternehmung in der Europäischen Union";3-504-64102-9;314;Druckerzeugnis;"05.12.2003 08:19";"Eine betriebswirtschaftliche Analyse - Steuerfragen der Wirtschaft, Bd. 1";Haupt-Bibliothek;"LC 6153";Köln;"Verlag Dr. Otto Schmidt KG";1994;;LC;;;"Interkantonales/Internationales Steuerrecht";"Internationales Steuerrecht";;export;0991666;324111185
"Clement Werner";"Bildungsökonomik als Entscheidungshilfe für die Wachstumspolitik";;19;Druckerzeugnis;20.04.2004;;Separata;"AG Sep. 03";Berlin;"Duncker & Humblot";1968;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;export;0991668;223669113
"Schweiz. Bundeskanzlei";"Amtliche Sammlung des Bundesrechts (AS) 1967";;;Druckerzeugnis;"05.12.2003 08:19";"Ab 1.9.1998 (Heft 34) auch: www.admin.ch/ch/d/as/index.html";Haupt-Bibliothek;"HA 103";Bern;EDMZ;1975;;HA;;;"Schweizerische Steuer-Gesetzgebung und -Judikatur";"Steuergesetzgebung (Bund, einzelne Kantone)";;export;0991670;122749200
Bundeskanzleramt;"Die öffentliche Verwaltung in Österreich";;15;Druckerzeugnis;"05.12.2003 08:19";;Separata;"VE Sep. 14";Wien;"Österreichische Staatsdruckerei";1992;;YL2;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Haushaltsaufstellung, -verwaltung und -kontrolle";export;0991671;187717761
"Interkantonale Kommission für Steueraufklärung";"Das schweizerische Steuersystem";-;68;Druckerzeugnis;"05.12.2003 08:19";"Grundzüge des schweizerischen Steuersystems / Die Steuern des Bundes / Die Steuern der Kantone und Gemeinden / Steuerbelastungsvergleiche 9. A.";Haupt-Bibliothek;"JA 130 09";Bern;"Interkant. Komm. f. Steueraufklärung";1998;;JA;;;"Allgemeine Steuerrechtsliteratur";"Allgemeines, Lehrbücher";;export;0991679;220706522
"Thomae Dieter";"Die Problematik der Harmonisierung der Versicherungsteuer in der Europäischen Gemeinschaft";;235;Druckerzeugnis;"05.12.2003 08:19";"Inauguraldissertation der Uni Köln";Haupt-Bibliothek;"KA 122";Köln;"R.J. Hundt";1975;;KA;;;"Ausländisches Steuerrecht";"Staatenverbände, Staatengruppen";;export;0991680;267791232
"Letsch Hans";"Grundsatzfragen einer föderalistischen Steuerordnung";;;Druckerzeugnis;"03.03.2004 12:19";"in: Der wirtschaftende Staat. Theorie und Praxis- Festschrift zum 70. Geburtstag von Prof. Dr. Theo Keller";Haupt-Bibliothek;-;Bern;"Paul Haupt";1971;;YB;;;Wirtschaftswissenschaften;"Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik";;export;0991682;337430160
"Kloten Norbert";"Die Region Amberg";;171;Druckerzeugnis;"05.12.2003 08:19";"Tendenzen und Möglichkeiten ihrer wirtschaftlichen Entwicklung";Haupt-Bibliothek;"AJ 124";Luxemburg;"Europäische Verleger-Vereinigung für Recht und Wirtschaft";1966;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;export;0991683;090678419
"Zweifel Martin";"Die Bestrafung von Ehegatten wegen Steuerhinterziehung";"3 7272 9220 2";515-544;Druckerzeugnis;"05.12.2003 08:19";"In: Reich, M. & Zweifel, M., (Hrsg.): Das schweizerische Steuerrecht - Eine Standortbestimmung Festschrift zum 70. Geburtstag von Prof. Dr. Ferdinand Zuppinger";Haupt-Bibliothek;-;Bern;"Stämpfli & Cie AG";-;;MJ;;;"Verfahrensrecht und Steuerstrafrecht";Steuerhinterziehung;;export;0991687;276734793
"von der Crone Hans Caspar/Frauenfelder Jrena";"Die Angebotspflicht im Entwurf zur 13. Richtlinie und in ausgewählten Europäischen Staaten";"3 7255 3887 5";"S. 489-510";Druckerzeugnis;"05.12.2003 08:19";"In: Baldi, Marino, Baumann, Max & u.a., (Hrsg.): Der Einfluss des europäischen Rechts auf die Schweiz, Festschrift für Professor Roger Zäch zum 60. Geburtstag";Haupt-Bibliothek;-;Zürich;"Schulthess Polygraphischer Verlag";-;;WB;;;"Uebrige Literatur";"Oeffentliches Recht";;export;0991688;045861900
"Misteli Jonas";"Neuerungen in der steuerlichen Behandlung von Kapitalerträgen aus amerikanischen Quellen";-;"19 - 36";Druckerzeugnis;"05.12.2003 08:19";"In: Nobel Peter (Hrsg.): Aktuelle Rechtsprobleme des Finanz- und Börsenplatzes Schweiz, S. 19-36";Haupt-Bibliothek;-;-;-;-;;WB;;;"Uebrige Literatur";"Oeffentliches Recht";;export;0991690;43500932X
"Masshardt Heinz O.";"Die Besteuerung ausländischer Gesellschaften in der Schweiz";"2 88033 001 7";603-612;Druckerzeugnis;"05.12.2003 08:19";"In: Association Henri Zwahlen pour le développement du droit administratif et du droit fiscal, (Hrsg.): Mélanges Henri Zwahlen - Recueil de travaux publiés à la mémoire du juge fédéral et professeur H. Zwahlen";Haupt-Bibliothek;-;Lausanne;"Imprimerie E. Ruckstuhl SA";-;;PK;LC;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";"Besteuerung juristischer Personen, Kapitalgesellschaften-	Internationales Steuerrecht";;export;0991691;075234068
"Gassner Wolfgang/Lang Michael/Lechner Eduard";"Aktuelle Entwicklungen im Internationalen Steuerrecht";3-85122-421-3;280;Druckerzeugnis;"05.12.2003 08:19";"Das neue Musterabkommen der OECD";Haupt-Bibliothek;"LC 0228 1";Wien;"Linde Verlag";1994;;LC;;;"Interkantonales/Internationales Steuerrecht";"Internationales Steuerrecht";;reimport;0991491;280294689
"Schnettler Albert";"Betriebe öffentlicher Haushalte und Staat";;462;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AA 137";Berlin;"Duncker & Humblot";1964;;YB;;;Wirtschaftswissenschaften;"Allgemeines. Methoden der W. Unterrichts- und Ausbildungsmethoden in den W., Wirtschaftspädagogik";;export;0991692;088695840
"Schindler Dietrich";"Die EU und das schweizerische Demokratieverständnis";"3 7255 3887 5";"S. 791-806";Druckerzeugnis;"05.12.2003 08:19";"In: Baldi, Marino, Baumann, Max & u.a., (Hrsg.): Der Einfluss des europäischen Rechts auf die Schweiz, Festschrift für Professor Roger Zäch zum 60. Geburtstag";Haupt-Bibliothek;-;Zürich;"Schulthess Polygraphischer Verlag";-;;WB;;;"Uebrige Literatur";"Oeffentliches Recht";;export;0991700;045865043
KPMG;"Bernisches Steuerrecht 2008";-;239;Druckerzeugnis;"10.08.2010 15:03";"Corporate Tax - Sammlung der bernischen Steuererlasse - Stand der Gesetzgebung: 1. Juni 2008";Haupt-Bibliothek;"HA 202";Gümligen-Bern;KPMG;2008;;HA;;;"Schweizerische Steuer-Gesetzgebung und -Judikatur";"Steuergesetzgebung (Bund, einzelne Kantone)";;export;0991708;102381976
"Elicker Michael";"Entwurf einer proportionalen Netto-Einkommensteuer";3-504-23038-X;351;Druckerzeugnis;"15.03.2010 12:53";"Textentwurf und Begründung";Haupt-Bibliothek;"KB 214";Köln;"Otto Schmidt Verlag";2004;;KB;;;"Ausländisches Steuerrecht";Deutschland;;reimport;0991709;515922447
"Kirchhof Paul/Offerhaus Klaus/Schöberle Horst";"Steuerrecht-Verfassungsrecht-Finanzpolitik - Festschrift für Franz Klein";3-504-06014-X;1196;Druckerzeugnis;"15.03.2010 17:11";;Haupt-Bibliothek;"JB 162";Köln;"Otto Schmidt Verlag";1994;;JB;;;"Allgemeine Steuerrechtsliteratur";"Festschriften, Sammelwerke, Bibliographien";;reimport;0991720;271559810
"Kohn Robert E.";"Air Pollution Control";0.669.00343.X;149;Druckerzeugnis;"05.12.2003 08:19";"A Welfare Economic Interpretation";Haupt-Bibliothek;"AJ 255";London;"Lexington Books";1975;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;export;0991722;14594820X
"Glatthard Alexander";"Die Finanzlage der Gemeinden";;11;Druckerzeugnis;10.09.2003;;Separata;"BA Sep. 02";Luzern;"FDK c/o Finanzverwaltung des Kantons Luzern";1996;;YL1;YL2;YL7;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Allgemeines-	Haushaltsaufstellung, -verwaltung und -kontrolle-	Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder";export;0991725;174636334
"Brack Ruth";"Das Arbeitspensum in der Sozialarbeit";3-258-04465-1;111;Druckerzeugnis;"05.12.2003 08:19";"Soziale Arbeit, Bd. 3";Haupt-Bibliothek;"VE 152";Bern/Stuttgart;"Paul Haupt";1991;;YL2;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Haushaltsaufstellung, -verwaltung und -kontrolle";export;0991728;02810532X
